PROV_TERR_EN,BENEFICIARY_NAME_EN,BENEFICIARY_BAND_NBR,ASSET_CLASS_EN,PROJECT_NAME_EN,PROJECT_DESC_EN,PROJECT_STAGE_EN,LATITUDE,LONGITUDE,COORD_SYS
Quebec,Unamen Shipu Montagnais,84,Solid waste management,Solid Waste Association of North America Training  Compost,Two days of Solid Waste Association of North America training on ecocentres at Longueuil for three people.,Completed,50.21711628,-60.66535043,GCS_North_American_1983_CSRS
Quebec,Unamen Shipu Montagnais,84,Solid waste management,Purchase and Distribution of Bins,Purchase and distribution of bins.,Completed,50.21711628,-60.66535043,GCS_North_American_1983_CSRS
Quebec,Unamen Shipu Montagnais,84,Solid waste management,Building an Ecocentre,Construction of ecocentre access road etc.,Completed,50.21711628,-60.66535043,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Solid waste management,Construction of a Continuous Trench and Regulatory Compliance Measures,"1) Review of the plans and specifications; 2) Update of the certificate of approval from the ""ministère du Développement durable de l'Environnement et de la Lutte contre les changements climatiques""; 3) Implementation of corrective measure (fence display); 4) Construction of the trench continues; and 5) Follow-up visits and training reminder.",Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Housing,Renovations,To complete renovations of 9 housing units.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Housing,Community of Housing Practices,To continue work with the Community of Housing Practices with First Nations.,Ongoing,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Housing,Management - Housing Policy ,To update housing policy,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Fundamental community infrastructure,Purchase and installation of a generator,Purchase and installation of a generator.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Energy sustainability and connectivity,Broadband Infoway,Acquisition and installation of materials for broadband infoway. This project will provide efficient and rapid information technology services to the communities.,Ongoing,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Housing,Innovation/Governance - First Nations Community of Practice,To create a First Nations community of practice.,Completed,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Housing,Community of Housing Practices,To continue work with the Community of Housing Practices with First Nations.,Ongoing,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Transformation,First Nations Asset Management,The Asset Management Program (AMP) is a new Capital Facilities and Maintenance Program initiative that supports Indigenous communities to manage their infrastructure in a more sustainable way by allowing communities to manage assets proactively and take preventative measures. The AMP supports improved service levels and better medium and long-term social and economic outcomes for community residents. ,Ongoing,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Water and wastewater,Operator Training Program,Operator training for water and wastewater treatment.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Water and wastewater,Circuit Rider Training Program,To provide on-site hands-on training for the water and wastewater operators for all of the tasks involved in managing their systems.,Ongoing,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Housing,Songideye Program (Nom algonquin),A participatory study on rent reduction strategy that allows participants to gain experience in working in housing while contributing to the improvement of the community.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Water and wastewater,Wastewater Treatment Plant Modernization,Upgrade the wastewater treatment plant. This project will bring the system up to applicable standards for wastewater treatment and disposal.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Kitigan Zibi Anishinabeg,73,Housing,Innovation/Governance - Revolving Loan Fund,To develop and implement a revolving loan fund.,Completed,46.36313224,-75.98277442,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Solid waste management,Organization of a Waste Management Symposium for all First Nations,Organization of a waste management symposium for all First Nations (40 First Nations - two days).,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Solid waste management,Waste Management Support and Coordination,1) Sharing of best practices in the management of residual materials; 2) Support communities in their approach in connection with charges; 3) Support communities in implementing their waste plan; 4) Awareness; 5) Data acquisition and analysis.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Solid waste management,Waste Feasibility Study,Feasibility study on the proper management of waste from the community of Mashteuiatsh.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Solid waste management,Assessment of Impacts of Waste Site,Characterization of soil sediment groundwater and water surface for consistent closure of the site.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Odanak Abenakis First Nation ,72,Water and wastewater,Support Technique - Budget 2016,Funding of technical support to the tribal council for project implementation. This project will enable communities to carry out projects from the 2016 budget.,Completed,46.07323792,-72.81996917,GCS_North_American_1983_CSRS
Quebec,Odanak Abenakis First Nation ,72,Water and wastewater,Closure of Drinking Water System - MGezo,Closure of the drinking water system. This project will provide the flow required for fire protection and quality drinking water to community residents.,Completed,46.07323792,-72.81996917,GCS_North_American_1983_CSRS
Quebec,Unamen Shipu Montagnais,84,Health,Design and construction of a new nursing residence.,Design and construction of a new nursing residence.,Completed,50.21711628,-60.66535043,GCS_North_American_1983_CSRS
Quebec,Innu First Nation of Nutashkuan,83,Water and wastewater,Reserve Expansion,Build infrastructure to expand the reserve. This project will allow residential development in the community including water and wastewater infrastructure. ,Completed,50.13365763,-61.80242154,GCS_North_American_1983_CSRS
Quebec,Innu First Nation of Nutashkuan,83,Water and wastewater,Operator Training Program,Operator training for water and wastewater treatment.,Completed,50.13365763,-61.80242154,GCS_North_American_1983_CSRS
Quebec,Innu First Nation of Nutashkuan,83,Water and wastewater,Circuit Rider Training Program,To provide on-site hands-on training for the water and wastewater operators for all of the tasks involved in managing their systems.,Ongoing,50.13365763,-61.80242154,GCS_North_American_1983_CSRS
Quebec,Atikamekw of Manawan,78,Solid waste management,Modification of Operation Method of the Actual Waste Site (Continuous Trench),Construction of new continuous trench.,Completed,47.2204374,-74.38903088,GCS_North_American_1983_CSRS
Quebec,Atikamekw of Manawan,78,Water and wastewater,Operators Conference 2018,Operators Conference and training 2018,Ongoing,47.2204374,-74.38903088,GCS_North_American_1983_CSRS
Quebec,Atikamekw of Manawan,78,Fundamental community infrastructure,Acquisition of Smoke and Monoxide Detectors and Extinguishers,To proceed with the purchase and distribution of smoke detectors and fire extinguishers to complete the 2016-2017 initiative.,Completed,47.2204374,-74.38903088,GCS_North_American_1983_CSRS
Quebec,Atikamekw of Manawan,78,Water and wastewater,Wastewater Treatment Systems Repairs,Wastewater treatment systems repairs.,Ongoing,47.2204374,-74.38903088,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Water and wastewater,Operators Conference 2018,Operators Conference and training 2018,Ongoing,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Fundamental community infrastructure,Acquisition of Smoke and Monoxide Detectors and Extinguishers,To proceed with the purchase and distribution of smoke detectors and fire extinguishers to complete the 2016-2017 initiative.,Completed,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Housing,Housing Renovations,To complete renovations of 2 housing units.,Completed,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Housing,Follow-up to the Regional Housing StrategyEngagement,In line with the Regional Housing Strategy and infrastructure this financing will cover the costs of undertaking a regional competency and capacity development initiative and a remedial work study.,Ongoing,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Wôlinak Abenakis First Nation,71,Solid waste management,Launch of a Composting Program,This project is to provide the integration of composting on the Wôlinak territory and includes the purchase of the mechanized composter equipment.,Completed,46.32863848,-72.42162154,GCS_North_American_1983_CSRS
Quebec,Wôlinak Abenakis First Nation,71,Solid waste management,Organization of a Waste Management Symposium for all First Nations,Organization of a waste management symposium for all First Nations (40 First Nations - two days).,Completed,46.32863848,-72.42162154,GCS_North_American_1983_CSRS
Quebec,Wôlinak Abenakis First Nation,71,Solid waste management,Feasibility Study for the Management of Waste in Unamen Shipu Using a Pyrolysis Technology,Detailed feasibility study (pyrolysis technology) specific to the community of Unamen Shipu.,Completed,46.32863848,-72.42162154,GCS_North_American_1983_CSRS
Quebec,Kitigan Zibi Anishinabeg,73,Housing,Management - Community Assets Administrator,To hire a Community Assets Administrator.,Completed,46.36313224,-75.98277442,GCS_North_American_1983_CSRS
